,age,job,marital,education,default,y
12018,60,management,married,tertiary,no,no
12019,59,blue-collar,married,primary,no,no
12020,39,technician,married,secondary,no,no
12021,36,admin.,single,secondary,no,no
12022,57,unknown,single,secondary,no,no
12023,40,admin.,single,secondary,no,no
12024,39,services,divorced,secondary,no,no
12025,41,entrepreneur,divorced,secondary,no,no
12026,27,blue-collar,single,primary,no,no
12027,46,technician,divorced,tertiary,no,no
12028,55,admin.,divorced,secondary,no,no
12029,36,management,divorced,tertiary,no,no
12030,43,admin.,married,secondary,no,no
12031,54,technician,single,tertiary,no,no
12032,43,admin.,married,secondary,no,no
12033,60,management,married,tertiary,no,no
12034,58,services,married,secondary,no,no
12035,51,management,married,tertiary,no,no
12036,57,blue-collar,married,primary,no,no
12037,42,admin.,single,secondary,no,no
12038,51,retired,single,primary,no,no
12039,55,housemaid,divorced,unknown,no,no
12040,34,blue-collar,married,primary,no,no
12041,36,technician,single,secondary,no,no
12042,56,blue-collar,married,secondary,no,no
12043,29,management,single,tertiary,no,no
12044,32,management,single,tertiary,no,no
12045,32,blue-collar,married,primary,no,no
12046,39,blue-collar,married,secondary,no,no
12047,53,retired,divorced,secondary,no,no
12048,35,services,married,secondary,no,no
12049,49,technician,married,tertiary,no,no
12050,36,self-employed,married,tertiary,no,no
12051,49,blue-collar,married,primary,no,no
12052,47,blue-collar,married,primary,no,no
12053,45,admin.,married,unknown,no,no
12054,30,technician,single,secondary,no,no
12055,43,management,married,tertiary,no,no
12056,24,management,married,secondary,no,yes
12057,49,technician,divorced,secondary,no,no
12058,41,technician,single,secondary,no,no
12059,44,technician,married,secondary,no,no
12060,54,retired,divorced,primary,no,no
12061,41,entrepreneur,married,tertiary,no,no
12062,53,housemaid,married,primary,no,no
12063,30,admin.,married,secondary,no,no
12064,40,retired,single,secondary,no,no
12065,58,management,married,tertiary,no,no
12066,40,blue-collar,married,primary,no,no
12067,39,blue-collar,married,secondary,no,no
12068,37,admin.,married,secondary,no,no
12069,53,self-employed,divorced,secondary,no,no
12070,57,retired,married,secondary,no,no
12071,60,admin.,married,secondary,no,no
12072,35,management,married,tertiary,no,no
12073,44,blue-collar,married,primary,no,no
12074,58,retired,married,tertiary,no,no
12075,47,blue-collar,married,secondary,no,no
12076,42,blue-collar,married,primary,no,no
12077,58,management,married,tertiary,no,no
12078,44,admin.,married,secondary,no,no
12079,49,services,married,secondary,no,no
12080,38,blue-collar,married,secondary,no,no
12081,44,student,single,unknown,no,no
12082,39,admin.,divorced,secondary,no,no
12083,36,blue-collar,married,unknown,no,no
12084,54,entrepreneur,married,unknown,no,no
12085,59,unknown,married,unknown,no,no
12086,54,blue-collar,married,secondary,no,no
12087,53,retired,divorced,primary,no,no
12088,47,management,married,tertiary,no,no
12089,53,admin.,married,secondary,no,yes
12090,41,technician,married,secondary,no,no
12091,39,technician,married,secondary,no,no
12092,42,technician,married,secondary,no,no
12093,50,management,married,tertiary,no,no
12094,45,technician,married,secondary,no,no
12095,28,management,single,secondary,no,no
12096,51,admin.,single,secondary,no,no
12097,23,services,married,secondary,no,no
12098,54,management,divorced,unknown,no,no
12099,45,unknown,married,secondary,no,no
12100,26,student,single,secondary,no,no
12101,38,technician,single,secondary,no,no
12102,54,technician,married,secondary,no,no
12103,36,housemaid,married,primary,no,no
12104,52,blue-collar,married,secondary,no,no
12105,44,management,married,tertiary,no,no
12106,40,services,married,secondary,no,no
12107,35,management,single,tertiary,no,no
12108,43,management,single,secondary,no,no
12109,52,self-employed,married,primary,no,no
12110,48,management,divorced,tertiary,no,no
12111,50,retired,divorced,secondary,no,no
12112,49,unknown,married,tertiary,no,no
12113,32,blue-collar,married,secondary,no,no
12114,37,entrepreneur,married,tertiary,yes,no
12115,45,self-employed,married,secondary,no,no
12116,38,services,single,secondary,no,no
12117,46,blue-collar,married,secondary,no,no
12118,60,blue-collar,married,primary,no,no
12119,54,blue-collar,married,primary,no,no
12120,56,blue-collar,married,secondary,no,no
12121,45,admin.,married,secondary,no,no
12122,38,admin.,married,secondary,no,no
12123,45,services,single,secondary,no,no
12124,53,management,married,tertiary,no,no
12125,38,blue-collar,married,primary,no,no
12126,44,admin.,married,secondary,no,no
12127,53,blue-collar,married,unknown,no,no
12128,58,blue-collar,married,unknown,no,no
12129,42,management,married,tertiary,no,no
12130,50,blue-collar,married,secondary,no,no
12131,36,management,married,tertiary,no,no
12132,42,services,married,secondary,no,no
12133,50,technician,married,primary,no,no
12134,41,blue-collar,single,unknown,no,no
12135,51,management,married,primary,no,no
12136,53,management,single,tertiary,no,no
12137,45,services,married,secondary,no,no
12138,50,services,married,secondary,no,no
12139,44,technician,divorced,unknown,no,no
12140,40,management,married,tertiary,no,no
12141,39,admin.,divorced,secondary,no,no
12142,46,blue-collar,married,unknown,no,no
12143,42,blue-collar,married,primary,no,no
12144,35,management,married,tertiary,no,no
12145,40,blue-collar,married,secondary,no,yes
12146,52,technician,married,secondary,no,no
12147,56,unknown,married,unknown,no,no
12148,37,services,divorced,primary,yes,no
12149,58,self-employed,married,primary,no,no
12150,44,management,married,secondary,no,no
12151,33,admin.,married,secondary,no,no
12152,46,management,married,tertiary,no,no
12153,39,management,married,tertiary,no,no
12154,58,blue-collar,married,primary,no,no
12155,29,admin.,single,tertiary,no,no
12156,53,management,married,primary,no,no
12157,43,management,married,tertiary,no,no
12158,42,technician,divorced,tertiary,no,no
12159,38,services,divorced,unknown,no,yes
12160,56,unemployed,married,secondary,no,no
12161,41,management,married,tertiary,no,no
12162,35,blue-collar,married,primary,no,no
12163,42,blue-collar,married,secondary,no,no
12164,56,blue-collar,married,secondary,no,no
12165,47,technician,married,secondary,no,no
12166,37,services,single,primary,no,no
12167,59,housemaid,single,unknown,no,no
12168,46,blue-collar,married,secondary,no,no
12169,47,technician,married,tertiary,no,no
12170,34,blue-collar,married,secondary,no,no
12171,35,blue-collar,single,primary,no,no
12172,45,admin.,married,unknown,no,no
12173,41,blue-collar,single,unknown,no,no
12174,49,management,married,tertiary,no,no
12175,58,technician,divorced,secondary,no,no
12176,39,technician,married,tertiary,no,no
12177,35,blue-collar,divorced,secondary,yes,no
12178,37,technician,single,tertiary,no,no
12179,43,management,married,primary,no,no
12180,40,blue-collar,single,primary,no,no
12181,40,student,married,secondary,no,no
12182,50,management,married,tertiary,no,no
12183,40,blue-collar,married,secondary,no,no
12184,35,management,married,tertiary,no,no
12185,45,blue-collar,married,primary,no,no
12186,42,technician,married,secondary,no,no
12187,44,unknown,single,unknown,no,no
12188,41,student,married,secondary,no,no
12189,33,blue-collar,single,secondary,no,no
12190,30,admin.,married,secondary,no,no
12191,26,technician,single,secondary,no,no
12192,45,management,single,tertiary,no,no
12193,38,services,married,secondary,no,no
12194,58,admin.,single,secondary,no,no
12195,37,services,divorced,secondary,no,no
12196,25,blue-collar,single,secondary,no,no
12197,47,unemployed,divorced,tertiary,no,no
12198,52,blue-collar,married,secondary,no,no
12199,36,admin.,married,tertiary,no,no
12200,52,technician,divorced,secondary,no,no
12201,45,technician,single,tertiary,no,no
12202,56,entrepreneur,married,unknown,no,no
12203,54,unknown,married,unknown,no,no
12204,35,blue-collar,married,secondary,no,no
12205,36,technician,married,tertiary,no,no
12206,48,retired,single,primary,no,no
12207,40,blue-collar,married,primary,no,no
12208,36,student,single,secondary,no,no
12209,36,blue-collar,married,secondary,no,no
12210,51,management,single,tertiary,no,no
12211,30,management,married,tertiary,no,no
12212,40,admin.,married,secondary,no,no
12213,47,blue-collar,divorced,secondary,no,no
12214,46,management,divorced,tertiary,no,no
12215,28,blue-collar,single,secondary,no,no
12216,45,technician,married,secondary,no,no
12217,39,technician,single,tertiary,no,no
12218,56,unknown,married,unknown,no,no
12219,60,blue-collar,married,primary,no,no
12220,53,blue-collar,married,unknown,no,no
12221,56,retired,married,tertiary,no,no
12222,51,self-employed,married,secondary,no,no
12223,46,admin.,married,unknown,no,no
12224,45,blue-collar,married,secondary,no,no
12225,39,technician,married,tertiary,no,no
12226,39,technician,single,secondary,no,no
12227,45,housemaid,divorced,tertiary,no,no
12228,35,blue-collar,married,secondary,no,no
12229,25,services,single,secondary,no,no
12230,40,unemployed,married,tertiary,no,no
12231,40,blue-collar,married,secondary,no,no
12232,38,blue-collar,married,secondary,no,no
12233,45,unemployed,married,secondary,no,no
12234,47,services,married,secondary,no,no
12235,57,retired,married,secondary,no,no
12236,35,services,divorced,secondary,no,no
12237,47,management,married,tertiary,no,no
12238,57,retired,married,secondary,no,no
12239,48,admin.,married,primary,no,no
12240,42,management,married,tertiary,no,no
12241,44,blue-collar,married,primary,no,no
12242,36,blue-collar,divorced,secondary,no,no
12243,41,services,single,secondary,no,no
12244,60,self-employed,married,secondary,no,no
12245,49,unknown,married,secondary,no,no
12246,45,self-employed,single,primary,no,no
12247,36,unemployed,married,tertiary,no,yes
12248,29,blue-collar,married,secondary,no,no
12249,27,blue-collar,single,secondary,yes,yes
12250,26,admin.,single,primary,no,yes
12251,26,blue-collar,married,secondary,no,no
12252,22,technician,single,secondary,no,no
12253,25,blue-collar,single,secondary,no,no
12254,29,blue-collar,single,secondary,yes,no
12255,58,unemployed,divorced,secondary,no,no
12256,56,blue-collar,divorced,unknown,no,no
12257,55,technician,married,secondary,no,no
12258,55,retired,divorced,primary,no,no
12259,47,management,married,tertiary,no,no
12260,43,management,married,tertiary,no,yes
12261,46,services,married,secondary,no,no
12262,48,management,single,tertiary,no,no
12263,40,management,married,tertiary,yes,no
12264,34,technician,married,secondary,no,no
12265,42,self-employed,divorced,tertiary,no,no
12266,33,blue-collar,single,tertiary,no,no
12267,36,management,divorced,tertiary,yes,no
12268,55,management,married,tertiary,no,no
12269,42,housemaid,married,secondary,no,no
12270,36,blue-collar,married,secondary,no,no
12271,60,management,married,unknown,no,no
12272,44,management,married,primary,no,no
12273,48,blue-collar,single,secondary,no,no
12274,50,admin.,single,secondary,no,no
12275,42,housemaid,married,primary,no,no
12276,25,blue-collar,single,primary,no,yes
12277,31,technician,married,tertiary,no,no
12278,53,housemaid,married,primary,no,no
12279,53,blue-collar,married,secondary,no,no
12280,35,admin.,married,secondary,no,no
12281,53,blue-collar,married,secondary,no,no
12282,25,entrepreneur,single,tertiary,no,no
12283,29,blue-collar,married,secondary,no,no
12284,57,technician,single,tertiary,no,no
12285,49,housemaid,married,primary,no,no
12286,59,technician,married,tertiary,no,no
12287,50,blue-collar,married,secondary,no,no
12288,46,services,married,secondary,no,no
12289,50,management,married,tertiary,no,no
12290,58,blue-collar,married,secondary,no,no
12291,34,technician,married,secondary,no,no
12292,47,retired,married,primary,no,no
12293,57,retired,married,primary,no,no
12294,51,services,married,secondary,no,no
12295,34,admin.,single,secondary,no,no
12296,47,technician,married,secondary,no,no
12297,42,self-employed,married,tertiary,no,no
12298,39,services,divorced,secondary,no,no
12299,47,services,married,secondary,no,no
12300,46,technician,divorced,secondary,no,no
12301,58,blue-collar,divorced,secondary,no,no
12302,42,technician,single,secondary,no,no
12303,56,housemaid,married,secondary,no,no
12304,40,blue-collar,divorced,unknown,no,no
12305,31,unemployed,married,secondary,no,no
12306,29,blue-collar,divorced,secondary,no,no
12307,42,management,single,tertiary,no,no
12308,43,blue-collar,married,primary,no,no
12309,38,services,married,secondary,no,no
12310,45,admin.,married,secondary,no,no
12311,41,blue-collar,married,primary,no,no
12312,29,management,single,tertiary,no,no
12313,47,blue-collar,divorced,secondary,yes,no
12314,37,self-employed,single,tertiary,no,no
12315,40,technician,married,secondary,no,no
12316,34,unemployed,married,secondary,no,no
12317,50,admin.,married,secondary,no,no
12318,36,blue-collar,married,secondary,no,no
12319,32,admin.,married,secondary,no,no
12320,27,blue-collar,married,tertiary,no,yes
12321,32,admin.,single,tertiary,no,no
12322,60,retired,divorced,tertiary,no,no
12323,30,technician,married,tertiary,no,yes
12324,52,services,married,secondary,no,no
12325,57,self-employed,married,secondary,no,no
12326,48,blue-collar,married,secondary,no,no
12327,28,blue-collar,married,primary,no,no
12328,49,technician,divorced,secondary,no,no
12329,43,services,divorced,tertiary,no,no
12330,28,management,single,tertiary,no,no
12331,44,technician,married,secondary,no,no
12332,36,blue-collar,married,secondary,no,no
12333,42,blue-collar,married,secondary,no,no
12334,52,admin.,married,secondary,no,no
12335,30,services,single,secondary,no,no
12336,54,services,single,secondary,no,no
12337,46,technician,married,tertiary,no,no
12338,22,blue-collar,married,secondary,no,no
12339,41,admin.,divorced,secondary,no,no
12340,36,blue-collar,single,primary,no,no
12341,28,blue-collar,married,secondary,no,no
12342,25,admin.,single,secondary,no,no
12343,51,services,married,secondary,no,no
12344,45,blue-collar,married,primary,no,no
12345,26,technician,single,secondary,no,no
12346,55,housemaid,married,primary,no,no
12347,28,admin.,single,secondary,no,yes
12348,32,blue-collar,single,secondary,yes,no
12349,35,management,married,tertiary,no,no
12350,40,blue-collar,married,secondary,no,no
12351,55,admin.,married,secondary,no,no
12352,55,entrepreneur,married,tertiary,no,no
12353,47,self-employed,married,secondary,no,no
12354,35,self-employed,single,tertiary,no,no
12355,25,blue-collar,single,primary,no,no
12356,34,blue-collar,married,primary,no,no
12357,27,blue-collar,married,primary,no,yes
12358,32,admin.,married,secondary,no,no
12359,32,admin.,divorced,secondary,no,yes
12360,47,services,married,secondary,no,no
12361,44,services,married,secondary,no,no
12362,27,technician,married,secondary,no,no
12363,53,services,married,primary,no,no
12364,30,services,single,secondary,no,no
12365,32,blue-collar,divorced,unknown,no,no
12366,29,technician,married,tertiary,no,no
12367,57,retired,married,secondary,no,no
12368,30,blue-collar,married,primary,no,no
12369,32,housemaid,married,primary,no,no
12370,53,retired,married,primary,no,no
12371,26,blue-collar,married,secondary,no,no
12372,21,blue-collar,single,secondary,no,no
12373,43,management,married,tertiary,no,no
12374,57,housemaid,married,primary,no,no
12375,50,management,married,tertiary,no,no
12376,55,retired,married,primary,no,no
12377,58,services,married,primary,no,no
12378,25,blue-collar,single,unknown,no,no
12379,57,blue-collar,married,primary,no,no
12380,30,blue-collar,married,secondary,no,no
12381,39,technician,married,secondary,no,no
12382,55,retired,single,primary,no,no
12383,56,management,married,tertiary,no,no
12384,33,blue-collar,single,primary,no,no
12385,54,technician,divorced,secondary,no,no
12386,49,technician,married,secondary,yes,no
12387,28,services,married,secondary,no,no
12388,46,entrepreneur,married,secondary,no,no
12389,51,blue-collar,married,tertiary,no,no
12390,42,admin.,divorced,secondary,no,no
12391,60,retired,divorced,primary,no,no
12392,31,blue-collar,married,primary,no,no
12393,34,technician,married,secondary,no,no
12394,29,admin.,single,secondary,no,no
12395,51,services,married,secondary,no,no
12396,60,retired,married,secondary,no,no
12397,60,blue-collar,married,primary,no,no
12398,56,blue-collar,married,primary,no,no
12399,52,blue-collar,single,secondary,no,no
12400,41,admin.,divorced,secondary,no,no
12401,24,services,single,secondary,no,no
12402,55,blue-collar,married,primary,no,no
12403,34,admin.,single,secondary,no,no
12404,36,technician,married,secondary,no,no
12405,34,technician,divorced,secondary,no,no
12406,24,management,single,secondary,no,no
12407,37,management,married,tertiary,no,no
12408,40,technician,married,secondary,no,no
12409,39,services,married,primary,no,no
12410,34,entrepreneur,married,secondary,yes,no
12411,52,management,married,primary,no,no
12412,56,entrepreneur,married,tertiary,no,no
12413,27,services,married,secondary,no,no
12414,41,blue-collar,married,primary,no,no
12415,36,management,single,tertiary,no,no
12416,49,admin.,divorced,secondary,no,no
12417,26,services,single,secondary,no,no
12418,42,blue-collar,divorced,primary,no,no
12419,51,blue-collar,married,primary,no,no
12420,37,technician,divorced,secondary,no,no
12421,49,admin.,married,secondary,no,no
12422,50,blue-collar,married,secondary,no,no
12423,28,self-employed,single,secondary,no,no
12424,35,technician,married,tertiary,no,no
12425,47,blue-collar,married,secondary,no,no
12426,33,services,married,secondary,no,no
12427,45,entrepreneur,married,secondary,yes,no
12428,38,blue-collar,single,primary,no,no
12429,34,blue-collar,married,secondary,no,no
12430,49,blue-collar,married,primary,no,no
12431,37,self-employed,married,tertiary,no,no
12432,45,admin.,single,secondary,no,no
12433,44,admin.,married,secondary,yes,no
12434,33,blue-collar,married,primary,no,no
12435,55,management,married,tertiary,no,no
12436,56,technician,married,tertiary,no,no
12437,40,admin.,married,secondary,no,no
12438,27,blue-collar,single,primary,no,no
12439,57,retired,married,secondary,no,no
12440,39,technician,married,secondary,no,no
12441,49,admin.,married,secondary,no,no
12442,34,services,single,secondary,no,no
12443,59,retired,married,secondary,yes,no
12444,41,services,married,secondary,no,no
12445,30,blue-collar,married,secondary,no,no
12446,44,admin.,single,tertiary,no,no
12447,41,blue-collar,single,secondary,no,yes
12448,31,blue-collar,married,secondary,no,no
12449,49,technician,married,tertiary,no,no
12450,35,technician,married,secondary,no,no
12451,39,blue-collar,married,secondary,no,no
12452,51,admin.,divorced,secondary,no,no
12453,39,services,single,secondary,no,no
12454,35,services,married,secondary,no,no
12455,54,admin.,married,secondary,no,no
12456,59,technician,married,secondary,no,no
12457,57,housemaid,married,primary,no,no
12458,39,blue-collar,divorced,primary,no,no
12459,29,services,single,unknown,no,no
12460,40,housemaid,married,primary,no,no
12461,43,admin.,single,secondary,no,no
12462,41,blue-collar,married,primary,no,no
12463,45,technician,married,tertiary,no,no
12464,60,retired,married,primary,no,no
12465,31,services,married,tertiary,yes,no
12466,59,technician,married,secondary,no,no
12467,59,technician,married,secondary,no,no
12468,29,services,single,secondary,no,no
12469,49,housemaid,married,primary,no,no
12470,47,management,married,primary,yes,no
12471,32,admin.,married,secondary,no,no
12472,35,blue-collar,divorced,primary,no,no
12473,52,technician,divorced,secondary,no,no
12474,30,management,married,tertiary,no,no
12475,43,admin.,single,secondary,no,no
12476,45,unemployed,divorced,primary,yes,no
12477,28,technician,single,tertiary,no,no
12478,41,entrepreneur,single,primary,no,no
12479,38,management,married,tertiary,no,no
12480,31,admin.,single,secondary,no,no
12481,29,self-employed,single,tertiary,no,no
12482,29,technician,married,tertiary,no,no
12483,33,admin.,married,tertiary,no,no
12484,40,services,single,secondary,no,no
12485,26,technician,divorced,tertiary,no,no
12486,41,technician,married,secondary,no,no
12487,31,management,married,tertiary,no,no
12488,53,technician,divorced,secondary,no,no
12489,45,technician,single,tertiary,no,no
12490,58,services,married,primary,no,no
12491,37,technician,single,tertiary,no,yes
12492,47,technician,divorced,secondary,no,no
12493,55,retired,married,secondary,no,no
12494,44,technician,single,secondary,no,no
12495,27,technician,single,secondary,no,yes
12496,31,management,single,tertiary,no,no
12497,22,student,single,secondary,no,no
12498,30,admin.,married,tertiary,no,no
12499,51,blue-collar,divorced,primary,no,no
12500,35,admin.,married,secondary,no,no
12501,29,technician,single,tertiary,no,no
12502,31,admin.,divorced,secondary,no,no
12503,35,self-employed,married,secondary,no,no
12504,48,technician,married,secondary,no,no
12505,30,services,single,secondary,yes,no
12506,45,technician,single,secondary,no,no
12507,45,self-employed,married,primary,no,no
12508,50,services,married,primary,no,no
12509,35,retired,single,secondary,no,no
12510,41,services,married,secondary,no,no
12511,37,services,single,primary,no,no
12512,38,admin.,married,secondary,no,no
12513,50,management,married,tertiary,no,no
12514,35,technician,single,secondary,no,no
12515,44,technician,married,secondary,no,no
12516,34,services,married,secondary,no,no
12517,32,blue-collar,single,secondary,no,no
12518,41,entrepreneur,married,tertiary,no,no
12519,33,technician,single,tertiary,no,no
12520,45,technician,divorced,unknown,yes,no
12521,27,admin.,single,secondary,no,no
12522,37,technician,single,secondary,no,no
12523,37,blue-collar,married,secondary,no,no
12524,54,services,married,secondary,no,no
12525,26,services,married,secondary,no,no
12526,45,blue-collar,divorced,secondary,no,no
12527,54,unemployed,married,tertiary,no,no
12528,58,retired,married,secondary,no,no
12529,50,management,married,secondary,no,no
12530,51,blue-collar,married,secondary,no,no
12531,27,admin.,divorced,secondary,no,no
12532,32,management,married,tertiary,no,no
12533,29,blue-collar,single,primary,no,no
12534,29,services,single,secondary,no,yes
12535,44,blue-collar,married,secondary,no,no
12536,39,services,single,secondary,no,no
12537,55,retired,married,secondary,no,no
12538,33,blue-collar,married,secondary,no,no
12539,48,blue-collar,married,primary,no,no
12540,49,blue-collar,married,primary,no,no
12541,35,blue-collar,married,unknown,no,no
12542,57,retired,married,secondary,no,no
12543,53,services,divorced,secondary,yes,no
12544,58,unemployed,married,secondary,no,no
12545,34,technician,married,secondary,no,no
12546,52,housemaid,married,tertiary,no,no
12547,56,admin.,married,secondary,no,no
12548,34,technician,married,secondary,no,no
12549,35,services,married,secondary,no,no
12550,30,management,single,tertiary,no,no
12551,48,management,single,tertiary,no,no
12552,50,admin.,married,secondary,no,no
12553,44,technician,divorced,secondary,no,no
12554,38,services,married,secondary,no,no
12555,40,services,divorced,secondary,no,no
12556,44,technician,single,tertiary,no,no
12557,33,services,single,secondary,no,no
12558,29,services,single,secondary,no,no
12559,51,services,married,secondary,no,no
12560,57,blue-collar,married,primary,no,no
12561,35,technician,divorced,secondary,no,no
12562,61,retired,married,secondary,no,no
12563,52,blue-collar,married,secondary,no,no
12564,33,services,married,secondary,no,yes
12565,59,retired,married,unknown,no,no
12566,47,blue-collar,married,primary,no,no
12567,37,services,single,secondary,no,no
12568,49,technician,divorced,primary,no,no
12569,60,blue-collar,married,primary,no,no
12570,51,blue-collar,single,primary,no,no
12571,47,technician,married,secondary,no,no
12572,40,blue-collar,married,secondary,no,no
12573,31,self-employed,married,secondary,yes,no
12574,38,management,married,secondary,no,no
12575,54,technician,married,secondary,no,no
12576,45,services,divorced,secondary,no,no
12577,47,admin.,married,secondary,no,no
12578,34,blue-collar,married,secondary,no,no
12579,54,retired,married,secondary,no,no
12580,56,entrepreneur,married,secondary,no,no
12581,57,technician,married,secondary,no,no
12582,42,admin.,single,secondary,no,no
12583,34,blue-collar,married,primary,no,no
12584,27,admin.,married,secondary,no,no
12585,51,blue-collar,divorced,unknown,no,no
12586,30,entrepreneur,married,tertiary,no,no
12587,44,blue-collar,married,secondary,no,no
12588,33,technician,single,secondary,no,no
12589,36,technician,married,unknown,no,no
12590,56,management,divorced,tertiary,no,no
12591,44,entrepreneur,married,tertiary,no,no
12592,31,technician,single,unknown,no,no
12593,47,technician,married,secondary,no,no
12594,48,blue-collar,married,secondary,no,no
12595,31,admin.,single,secondary,no,no
12596,39,blue-collar,married,primary,no,no
12597,30,services,single,tertiary,no,no
12598,30,technician,single,secondary,no,no
12599,31,technician,single,secondary,no,no
12600,49,retired,married,primary,no,no
12601,26,blue-collar,married,secondary,no,no
12602,34,technician,married,secondary,no,no
12603,36,admin.,married,secondary,no,no
12604,31,admin.,married,secondary,no,no
12605,25,management,single,tertiary,no,no
12606,42,management,single,tertiary,no,no
12607,32,services,single,secondary,no,no
12608,32,admin.,single,tertiary,no,no
12609,36,technician,married,secondary,no,no
12610,46,management,single,tertiary,no,no
12611,31,blue-collar,single,secondary,no,no
12612,37,technician,single,tertiary,no,no
12613,26,admin.,married,secondary,no,no
12614,36,management,married,secondary,no,no
12615,31,blue-collar,married,secondary,no,no
12616,35,admin.,married,secondary,yes,no
12617,30,blue-collar,married,primary,no,no
12618,36,management,married,tertiary,no,no
12619,24,admin.,single,secondary,no,no
12620,26,blue-collar,married,secondary,no,no
12621,27,services,single,secondary,no,no
12622,59,housemaid,married,primary,no,no
12623,36,technician,married,primary,no,yes
12624,28,admin.,single,secondary,no,no
12625,31,housemaid,married,primary,no,no
12626,35,management,married,secondary,no,no
12627,37,management,married,tertiary,no,no
12628,59,retired,divorced,primary,no,no
12629,32,technician,single,secondary,no,no
12630,40,blue-collar,married,primary,no,no
12631,29,services,married,primary,no,no
12632,41,services,married,secondary,no,no
12633,25,unemployed,single,secondary,no,no
12634,34,admin.,divorced,secondary,no,no
12635,37,blue-collar,single,primary,no,no
12636,26,blue-collar,single,secondary,no,no
12637,36,management,single,tertiary,no,no
12638,56,services,divorced,secondary,no,no
12639,29,admin.,single,secondary,no,no
12640,31,blue-collar,single,secondary,no,no
12641,57,retired,married,secondary,no,no
12642,30,admin.,single,tertiary,no,no
12643,28,admin.,married,secondary,no,no
12644,45,services,single,secondary,no,no
12645,26,technician,single,tertiary,no,no
12646,51,blue-collar,married,secondary,no,no
12647,50,management,married,tertiary,no,no
12648,45,blue-collar,divorced,primary,no,no
12649,37,self-employed,divorced,tertiary,no,no
12650,29,services,single,primary,no,yes
12651,31,technician,married,secondary,no,no
12652,44,blue-collar,married,secondary,no,yes
12653,48,blue-collar,divorced,primary,no,no
12654,53,blue-collar,married,primary,no,no
12655,26,blue-collar,single,secondary,no,no
12656,61,retired,married,unknown,no,no
12657,27,management,single,secondary,no,no
12658,54,blue-collar,married,primary,no,no
12659,43,blue-collar,married,secondary,no,no
12660,31,technician,single,secondary,no,no
12661,27,technician,single,secondary,no,no
12662,28,blue-collar,single,secondary,no,yes
12663,50,blue-collar,married,secondary,no,no
12664,29,blue-collar,single,primary,no,no
12665,25,blue-collar,single,secondary,no,no
12666,38,blue-collar,married,secondary,no,no
12667,36,technician,single,secondary,no,no
12668,32,blue-collar,divorced,primary,no,no
12669,44,technician,married,tertiary,no,no
12670,37,blue-collar,married,primary,no,no
12671,48,services,married,secondary,no,no
12672,30,admin.,married,secondary,no,no
12673,54,technician,married,secondary,no,no
12674,36,unemployed,divorced,primary,no,no
12675,33,technician,single,secondary,no,no
12676,34,services,married,secondary,no,no
12677,28,services,single,secondary,no,no
12678,33,management,married,secondary,no,no
12679,30,services,married,secondary,no,no
12680,34,admin.,single,secondary,no,no
12681,35,admin.,divorced,secondary,no,no
12682,44,entrepreneur,married,secondary,no,no
12683,36,services,married,secondary,no,no
12684,49,blue-collar,married,primary,no,yes
12685,55,blue-collar,married,secondary,no,yes
12686,51,technician,married,secondary,no,yes
12687,51,management,married,tertiary,no,no
12688,38,blue-collar,married,secondary,no,no
12689,59,entrepreneur,married,tertiary,no,no
12690,54,management,divorced,tertiary,no,no
12691,43,management,single,tertiary,no,no
12692,60,entrepreneur,divorced,primary,no,no
12693,34,services,married,secondary,no,no
12694,31,admin.,single,secondary,no,no
12695,43,technician,married,secondary,yes,no
12696,53,blue-collar,married,primary,no,no
12697,47,blue-collar,married,primary,yes,no
12698,59,management,married,unknown,no,no
12699,39,management,married,primary,no,no
12700,56,housemaid,married,primary,no,no
12701,41,services,married,secondary,no,no
12702,41,housemaid,married,primary,no,no
12703,60,retired,married,primary,no,no
12704,58,management,married,primary,no,no
12705,56,blue-collar,married,primary,no,no
12706,36,unemployed,single,primary,no,no
12707,39,management,married,tertiary,no,no
12708,46,management,married,primary,no,no
12709,58,blue-collar,divorced,primary,no,no
12710,52,management,married,secondary,no,no
12711,41,services,married,secondary,no,no
12712,59,blue-collar,married,secondary,no,no
12713,35,unknown,married,primary,no,no
12714,43,management,divorced,secondary,no,no
12715,50,blue-collar,married,primary,no,no
12716,49,technician,married,primary,no,no
12717,51,self-employed,married,secondary,yes,no
12718,39,technician,single,secondary,no,yes
12719,38,management,married,tertiary,no,no
12720,30,services,single,secondary,no,no
12721,41,technician,married,secondary,no,no
12722,45,unemployed,divorced,secondary,no,no
12723,54,services,divorced,tertiary,no,no
12724,47,admin.,single,secondary,no,no
12725,53,management,divorced,tertiary,no,no
12726,41,blue-collar,married,primary,no,no
12727,42,blue-collar,divorced,primary,no,yes
12728,33,services,single,secondary,no,yes
12729,34,self-employed,married,tertiary,no,no
12730,54,blue-collar,divorced,secondary,no,no
12731,37,entrepreneur,married,tertiary,no,no
12732,59,admin.,married,secondary,no,no
12733,38,technician,married,secondary,no,no
12734,27,admin.,single,secondary,no,no
12735,59,management,married,tertiary,no,yes
12736,31,admin.,single,secondary,no,no
12737,42,blue-collar,divorced,unknown,no,no
12738,45,blue-collar,divorced,primary,no,no
12739,37,self-employed,married,secondary,no,no
12740,42,blue-collar,divorced,secondary,no,no
12741,40,blue-collar,married,primary,no,no
12742,42,unemployed,married,primary,no,no
