,balance,housing,loan,contact,day,y
4589,75,yes,no,unknown,20,no
4590,0,yes,no,unknown,20,no
4591,2019,yes,no,unknown,20,no
4592,178,yes,no,unknown,20,no
4593,3559,yes,no,unknown,20,no
4594,290,yes,no,unknown,20,no
4595,138,yes,yes,unknown,20,no
4596,5607,no,no,unknown,20,no
4597,8291,no,no,unknown,20,no
4598,6969,yes,no,unknown,20,no
4599,18,no,no,unknown,20,no
4600,583,yes,no,unknown,20,no
4601,7171,yes,no,unknown,20,no
4602,500,yes,no,unknown,20,no
4603,113,yes,yes,unknown,20,no
4604,0,yes,yes,unknown,20,no
4605,3512,yes,no,unknown,20,no
4606,4798,yes,no,unknown,20,no
4607,85,yes,no,unknown,20,yes
4608,660,yes,yes,unknown,20,no
4609,585,yes,yes,unknown,20,no
4610,136,yes,no,unknown,20,no
4611,360,yes,no,unknown,20,no
4612,296,yes,no,unknown,20,no
4613,0,yes,yes,unknown,20,no
4614,10,yes,yes,unknown,20,no
4615,451,yes,no,unknown,20,no
4616,614,yes,no,unknown,20,no
4617,692,yes,no,unknown,20,no
4618,148,no,no,unknown,20,no
4619,5058,yes,no,unknown,20,no
4620,1467,yes,no,unknown,20,no
4621,859,yes,no,unknown,20,no
4622,-508,yes,no,unknown,20,no
4623,410,yes,no,unknown,20,no
4624,134,no,no,unknown,20,no
4625,23867,no,no,unknown,20,no
4626,2038,yes,no,unknown,20,no
4627,-362,yes,no,unknown,20,no
4628,967,yes,no,unknown,20,no
4629,1825,yes,no,unknown,20,no
4630,-635,yes,no,unknown,20,no
4631,1298,yes,no,unknown,20,no
4632,1797,yes,yes,unknown,20,no
4633,1848,yes,no,unknown,20,no
4634,431,yes,yes,unknown,20,yes
4635,4996,yes,no,unknown,20,no
4636,213,yes,no,unknown,20,no
4637,26,yes,no,unknown,20,no
4638,0,no,no,unknown,20,no
4639,1351,yes,no,unknown,20,no
4640,982,yes,no,unknown,20,yes
4641,4963,yes,no,unknown,20,no
4642,1438,yes,no,unknown,20,no
4643,1411,yes,no,unknown,20,no
4644,0,yes,no,unknown,20,no
4645,486,yes,no,unknown,20,no
4646,1183,yes,no,unknown,20,no
4647,351,yes,no,unknown,20,no
4648,2366,yes,no,unknown,20,no
4649,2700,yes,no,unknown,20,no
4650,0,yes,no,unknown,20,no
4651,622,yes,no,unknown,20,no
4652,421,yes,no,unknown,20,no
4653,774,yes,no,unknown,20,no
4654,67,no,no,unknown,20,no
4655,7313,yes,no,unknown,20,no
4656,231,yes,no,unknown,20,no
4657,477,yes,no,unknown,20,no
4658,99,yes,no,unknown,20,no
4659,908,yes,no,unknown,20,no
4660,1581,yes,yes,unknown,20,no
4661,2012,yes,no,unknown,20,no
4662,162,yes,no,unknown,20,no
4663,917,yes,no,unknown,20,no
4664,1422,yes,no,unknown,20,no
4665,1787,yes,no,unknown,20,no
4666,-196,yes,no,unknown,20,no
4667,1387,yes,no,unknown,20,no
4668,-63,yes,no,unknown,20,no
4669,1423,yes,no,unknown,20,no
4670,3127,yes,no,unknown,20,no
4671,5436,yes,no,unknown,20,no
4672,1724,yes,no,unknown,20,no
4673,0,yes,no,unknown,20,no
4674,804,yes,no,unknown,20,no
4675,408,yes,yes,unknown,20,yes
4676,705,yes,no,unknown,20,no
4677,1373,yes,no,unknown,20,no
4678,196,yes,no,unknown,20,no
4679,0,yes,no,unknown,20,no
4680,273,yes,no,unknown,20,no
4681,311,yes,no,unknown,20,no
4682,1022,yes,no,unknown,20,yes
4683,862,yes,yes,unknown,20,no
4684,173,yes,no,unknown,20,no
4685,204,yes,yes,unknown,20,no
4686,32,yes,no,unknown,20,no
4687,4761,yes,no,unknown,20,no
4688,1081,yes,no,unknown,20,no
4689,4170,yes,yes,unknown,20,no
4690,3111,yes,no,unknown,20,no
4691,89,yes,no,unknown,20,no
4692,317,yes,no,unknown,20,no
4693,5058,no,no,unknown,20,no
4694,2852,yes,no,unknown,20,no
4695,2390,yes,no,unknown,20,no
4696,1131,yes,no,unknown,20,no
4697,1352,yes,no,unknown,20,no
4698,520,yes,no,unknown,20,no
4699,876,no,no,unknown,20,no
4700,855,yes,yes,unknown,20,no
4701,-202,yes,no,unknown,20,no
4702,-215,yes,no,unknown,20,no
4703,376,yes,no,unknown,20,no
4704,23,yes,no,unknown,20,no
4705,222,yes,no,unknown,20,no
4706,362,yes,no,unknown,20,no
4707,602,yes,no,unknown,20,no
4708,426,yes,no,unknown,20,no
4709,5143,yes,yes,unknown,20,no
4710,80,yes,no,unknown,20,no
4711,0,yes,no,unknown,20,no
4712,7406,yes,no,unknown,20,no
4713,1005,yes,no,unknown,20,no
4714,226,yes,no,unknown,20,no
4715,247,yes,no,unknown,20,no
4716,1040,yes,no,unknown,20,no
4717,68,no,no,unknown,20,no
4718,183,yes,no,unknown,20,no
4719,4822,yes,no,unknown,20,yes
4720,0,yes,no,unknown,20,no
4721,1097,yes,no,unknown,20,no
4722,5731,yes,no,unknown,20,no
4723,3067,yes,no,unknown,20,no
4724,275,yes,no,unknown,20,no
4725,526,yes,no,unknown,20,no
4726,1831,yes,no,unknown,20,no
4727,514,yes,no,unknown,20,no
4728,50,yes,no,unknown,20,no
4729,0,yes,no,unknown,20,no
4730,8,yes,no,unknown,20,no
4731,432,yes,no,unknown,20,no
4732,2561,yes,no,unknown,20,no
4733,659,yes,no,unknown,20,no
4734,0,yes,yes,unknown,20,no
4735,897,yes,no,unknown,20,no
4736,-116,yes,no,unknown,20,no
4737,142,yes,no,unknown,20,no
4738,530,yes,no,unknown,20,no
4739,3514,yes,no,unknown,20,no
4740,190,yes,no,unknown,20,no
4741,236,yes,no,unknown,20,no
4742,-871,no,no,unknown,20,no
4743,2429,no,yes,unknown,20,no
4744,514,yes,no,unknown,20,no
4745,565,yes,no,unknown,20,no
4746,2610,yes,yes,unknown,20,no
4747,178,yes,no,unknown,20,no
4748,1117,yes,no,unknown,20,no
4749,4,yes,no,unknown,20,no
4750,124,yes,no,unknown,20,no
4751,2144,yes,no,unknown,20,no
4752,1025,no,no,unknown,20,no
4753,1250,yes,no,unknown,20,yes
4754,28,no,no,unknown,20,no
4755,543,yes,no,unknown,20,no
4756,972,yes,no,unknown,20,no
4757,674,yes,no,unknown,20,no
4758,258,yes,no,unknown,20,no
4759,3044,yes,no,unknown,20,no
4760,-197,yes,no,unknown,20,no
4761,1096,no,no,unknown,20,no
4762,739,yes,no,unknown,20,no
4763,274,yes,no,unknown,20,no
4764,1445,yes,no,unknown,20,no
4765,3311,yes,no,unknown,20,yes
4766,157,yes,no,unknown,20,no
4767,347,yes,no,unknown,21,no
4768,-345,yes,no,unknown,21,no
4769,8119,no,no,unknown,21,no
4770,120,yes,no,unknown,21,no
4771,5,yes,no,unknown,21,no
4772,2309,yes,no,unknown,21,no
4773,892,yes,no,unknown,21,no
4774,641,yes,no,unknown,21,no
4775,2730,yes,no,unknown,21,no
4776,1663,yes,no,unknown,21,no
4777,1966,yes,no,unknown,21,no
4778,6102,yes,yes,unknown,21,no
4779,1092,yes,no,unknown,21,no
4780,1349,yes,no,unknown,21,no
4781,2015,no,no,unknown,21,no
4782,2146,yes,no,unknown,21,no
4783,2976,yes,no,unknown,21,no
4784,3834,yes,no,unknown,21,no
4785,393,yes,yes,unknown,21,no
4786,-457,yes,yes,unknown,21,no
4787,0,no,yes,unknown,21,no
4788,363,no,no,unknown,21,no
4789,4025,yes,yes,unknown,21,no
4790,714,yes,no,unknown,21,no
4791,438,yes,yes,unknown,21,no
4792,858,yes,no,unknown,21,no
4793,592,yes,no,unknown,21,no
4794,-224,yes,yes,unknown,21,no
4795,151,yes,no,unknown,21,no
4796,289,yes,no,unknown,21,no
4797,821,yes,yes,unknown,21,no
4798,8153,yes,no,unknown,21,no
4799,57,yes,yes,unknown,21,no
4800,558,yes,no,unknown,21,no
4801,1701,yes,no,unknown,21,no
4802,-898,yes,no,unknown,21,no
4803,1073,yes,no,unknown,21,no
4804,5754,yes,no,unknown,21,no
4805,-167,yes,no,unknown,21,no
4806,4146,yes,yes,unknown,21,no
4807,-15,yes,no,unknown,21,no
4808,3954,yes,no,unknown,21,no
4809,8629,yes,no,unknown,21,no
4810,1168,yes,yes,unknown,21,no
4811,498,yes,no,unknown,21,no
4812,0,no,no,unknown,21,no
4813,216,yes,no,unknown,21,yes
4814,1746,yes,no,unknown,21,no
4815,1053,yes,no,unknown,21,no
4816,687,yes,no,unknown,21,no
4817,2764,yes,no,unknown,21,no
4818,1207,yes,no,unknown,21,yes
4819,0,yes,no,unknown,21,no
4820,528,yes,no,unknown,21,no
4821,3090,yes,no,unknown,21,no
4822,-530,yes,no,unknown,21,no
4823,666,yes,no,unknown,21,no
4824,0,yes,no,unknown,21,no
4825,470,yes,no,unknown,21,no
4826,597,yes,no,unknown,21,no
4827,1136,yes,no,unknown,21,no
4828,620,yes,yes,unknown,21,no
4829,17,yes,no,unknown,21,no
4830,12,no,no,unknown,21,no
4831,135,yes,no,unknown,21,no
4832,5024,no,no,unknown,21,no
4833,1161,yes,no,unknown,21,no
4834,3528,yes,no,unknown,21,no
4835,791,yes,no,unknown,21,yes
4836,546,yes,no,unknown,21,no
4837,804,yes,no,unknown,21,no
4838,908,yes,no,unknown,21,no
4839,6982,yes,no,unknown,21,no
4840,1176,no,yes,unknown,21,no
4841,0,no,no,unknown,21,no
4842,528,yes,no,unknown,21,no
4843,734,yes,no,unknown,21,no
4844,109,yes,no,unknown,21,no
4845,4746,yes,no,unknown,21,no
4846,11512,yes,no,unknown,21,no
4847,0,yes,no,unknown,21,no
4848,115,no,no,unknown,21,no
4849,808,no,no,unknown,21,no
4850,-289,yes,no,unknown,21,no
4851,35368,yes,no,unknown,21,no
4852,189,no,no,unknown,21,no
4853,0,yes,no,unknown,21,no
4854,1110,yes,no,unknown,21,no
4855,102,yes,no,unknown,21,no
4856,56,yes,no,unknown,21,no
4857,405,yes,no,unknown,21,no
4858,873,yes,no,unknown,21,no
4859,656,no,no,unknown,21,no
4860,2490,yes,no,unknown,21,no
4861,1437,yes,no,unknown,21,no
4862,6659,yes,no,unknown,21,no
4863,1126,yes,no,unknown,21,no
4864,3773,yes,no,unknown,21,no
4865,1129,yes,no,unknown,21,no
4866,849,yes,yes,unknown,21,yes
4867,675,yes,no,unknown,21,no
4868,98,yes,no,unknown,21,no
4869,1914,yes,no,unknown,21,no
4870,1270,yes,no,unknown,21,no
4871,-98,yes,no,unknown,21,no
4872,256,yes,no,unknown,21,no
4873,435,yes,no,unknown,21,no
4874,7005,yes,no,unknown,21,no
4875,471,yes,no,unknown,21,no
4876,467,yes,no,unknown,21,no
4877,323,yes,no,unknown,21,no
4878,0,yes,no,unknown,21,no
4879,1343,yes,yes,unknown,21,no
4880,44,no,no,unknown,21,no
4881,453,yes,no,unknown,21,no
4882,350,yes,no,unknown,21,no
4883,2693,yes,no,unknown,21,no
4884,1243,yes,no,unknown,21,no
4885,883,yes,no,unknown,21,no
4886,599,yes,no,unknown,21,no
4887,3176,yes,no,unknown,21,no
4888,49,no,no,unknown,21,no
4889,3202,yes,no,unknown,21,no
4890,2660,yes,no,unknown,21,no
4891,41,yes,yes,unknown,21,no
4892,-557,yes,yes,unknown,21,no
4893,741,no,no,unknown,21,no
4894,930,yes,no,unknown,21,no
4895,9,yes,no,unknown,21,no
4896,1624,yes,yes,unknown,21,no
4897,239,yes,no,unknown,21,yes
4898,626,yes,no,unknown,21,no
4899,-268,yes,no,unknown,21,no
4900,178,yes,no,unknown,21,no
4901,1671,no,no,unknown,21,no
4902,-300,no,no,unknown,21,no
4903,1362,yes,no,unknown,21,no
4904,2287,yes,no,unknown,21,no
4905,141,yes,no,unknown,21,no
4906,4315,yes,no,unknown,21,no
4907,-70,yes,yes,unknown,21,no
4908,1630,yes,no,unknown,21,no
4909,569,yes,no,unknown,21,no
4910,0,yes,no,unknown,21,no
4911,546,yes,no,unknown,21,no
4912,287,yes,no,unknown,21,no
4913,-954,yes,no,unknown,21,no
4914,280,yes,no,unknown,21,no
4915,1408,no,no,unknown,21,no
4916,1211,yes,no,unknown,21,yes
4917,1600,yes,no,unknown,21,no
4918,774,yes,no,unknown,21,no
4919,188,yes,no,unknown,21,no
4920,1157,yes,no,unknown,21,no
4921,1066,yes,no,unknown,21,no
4922,932,yes,no,unknown,21,no
4923,557,yes,no,unknown,21,no
4924,1260,no,yes,unknown,21,no
4925,1045,yes,no,unknown,21,no
4926,350,yes,no,unknown,21,no
4927,-136,yes,no,unknown,21,no
4928,405,yes,no,unknown,21,no
4929,373,yes,no,unknown,21,no
4930,0,yes,no,unknown,21,no
4931,2228,yes,no,unknown,21,no
4932,58,yes,no,unknown,21,no
4933,932,yes,no,unknown,21,no
4934,-872,yes,yes,unknown,21,no
4935,1450,yes,yes,unknown,21,no
4936,2032,yes,no,unknown,21,no
4937,0,yes,no,unknown,21,no
4938,1380,yes,no,unknown,21,no
4939,5729,yes,no,unknown,21,no
4940,951,yes,no,unknown,21,no
4941,487,yes,no,unknown,21,yes
4942,957,yes,no,unknown,21,no
4943,855,yes,no,unknown,21,no
4944,502,yes,no,unknown,21,no
4945,204,yes,no,unknown,21,no
4946,2262,yes,no,unknown,21,no
4947,8784,yes,no,unknown,21,no
4948,599,yes,no,unknown,21,yes
4949,525,yes,yes,unknown,21,no
4950,688,yes,no,unknown,21,no
4951,1350,yes,no,unknown,21,no
4952,1830,yes,no,unknown,21,no
4953,1887,no,yes,unknown,21,no
4954,13156,yes,no,unknown,21,no
4955,622,yes,no,unknown,21,no
4956,1336,no,no,unknown,21,no
4957,1067,yes,no,unknown,21,no
4958,12961,yes,no,unknown,21,no
4959,141,yes,no,unknown,21,no
4960,1216,yes,no,unknown,21,no
4961,891,yes,no,unknown,21,no
4962,131,yes,no,unknown,21,no
4963,5,no,no,unknown,21,no
4964,289,yes,no,unknown,21,no
4965,15341,no,no,unknown,21,no
4966,901,yes,no,unknown,21,no
4967,4465,yes,no,unknown,21,no
4968,1191,yes,no,unknown,21,no
4969,458,yes,no,unknown,21,no
4970,1869,yes,no,unknown,21,no
4971,2084,yes,no,unknown,21,no
4972,1389,yes,no,unknown,21,no
4973,0,yes,no,unknown,21,no
4974,1303,yes,yes,unknown,21,no
4975,11149,yes,no,unknown,21,no
4976,-35,yes,yes,unknown,21,no
4977,3242,yes,no,unknown,21,no
4978,435,yes,no,unknown,21,no
4979,2696,yes,no,unknown,21,no
4980,0,no,no,unknown,21,no
4981,218,yes,yes,unknown,21,no
4982,892,yes,no,unknown,21,no
4983,1410,yes,no,unknown,21,no
4984,1721,yes,no,unknown,21,no
4985,1583,yes,no,unknown,21,no
4986,296,yes,no,unknown,21,no
4987,216,yes,no,unknown,21,no
4988,463,yes,no,unknown,21,no
4989,547,yes,yes,unknown,21,no
4990,2974,yes,no,unknown,21,no
4991,-370,yes,no,unknown,21,no
4992,6217,yes,yes,unknown,21,no
4993,170,yes,yes,unknown,21,no
4994,-559,yes,yes,unknown,21,no
4995,232,yes,no,unknown,21,no
4996,385,yes,no,unknown,21,no
4997,5304,yes,no,unknown,21,no
4998,71,yes,no,unknown,21,no
4999,317,yes,no,unknown,21,no
5000,728,yes,no,unknown,21,no
5001,-121,yes,no,unknown,21,no
5002,330,yes,no,unknown,21,no
5003,825,yes,no,unknown,21,yes
5004,247,no,no,unknown,21,no
5005,3100,yes,no,unknown,21,no
5006,1301,yes,no,unknown,21,no
5007,29050,yes,yes,unknown,21,no
5008,1279,yes,yes,unknown,21,no
5009,585,yes,no,unknown,21,no
5010,63,yes,no,unknown,21,no
5011,858,yes,no,unknown,21,no
5012,0,no,no,unknown,21,no
5013,581,yes,no,unknown,21,no
5014,2034,yes,no,unknown,21,no
5015,1,yes,yes,unknown,21,no
5016,1146,yes,no,unknown,21,no
5017,1091,yes,no,unknown,21,no
5018,-177,yes,no,unknown,21,no
5019,527,yes,yes,unknown,21,no
5020,481,yes,no,unknown,21,no
5021,5711,yes,yes,unknown,21,no
5022,1755,yes,no,unknown,21,no
5023,491,yes,no,unknown,21,no
5024,2183,yes,yes,unknown,21,yes
5025,299,yes,no,unknown,21,no
5026,1961,no,no,unknown,21,no
5027,126,yes,no,unknown,21,no
5028,967,yes,no,unknown,21,no
5029,395,no,no,unknown,21,no
5030,239,yes,no,unknown,21,no
5031,338,yes,no,unknown,21,no
5032,885,yes,no,unknown,21,no
5033,564,yes,no,unknown,21,no
5034,4499,no,no,unknown,21,yes
5035,603,yes,yes,unknown,21,no
5036,-29,yes,yes,unknown,21,no
5037,-325,yes,yes,unknown,21,no
5038,428,yes,no,unknown,21,no
5039,0,yes,yes,unknown,21,no
5040,722,yes,no,unknown,21,no
5041,541,yes,yes,unknown,21,no
5042,702,yes,no,unknown,21,no
5043,4444,yes,no,unknown,21,no
5044,42,yes,no,unknown,21,no
5045,0,yes,yes,unknown,21,no
5046,-148,yes,no,unknown,21,no
5047,1717,yes,no,unknown,21,no
5048,1156,yes,no,unknown,21,no
5049,1330,yes,no,unknown,21,no
5050,754,yes,no,unknown,21,no
5051,7198,yes,no,unknown,21,no
5052,-198,yes,no,unknown,21,yes
5053,264,yes,no,unknown,21,no
5054,5252,yes,no,unknown,21,no
5055,1289,yes,no,unknown,21,yes
5056,-114,yes,no,unknown,21,no
5057,4665,yes,no,unknown,21,yes
5058,5643,yes,no,unknown,21,no
5059,445,yes,no,unknown,21,no
5060,2412,yes,no,unknown,21,no
5061,348,yes,no,unknown,21,no
5062,775,yes,no,unknown,21,no
5063,-114,yes,no,unknown,21,no
5064,1631,yes,no,unknown,21,no
5065,313,yes,no,unknown,21,no
5066,0,yes,yes,unknown,21,no
5067,3468,yes,no,unknown,21,no
5068,171,yes,no,unknown,21,no
5069,453,yes,no,unknown,21,no
5070,558,yes,yes,unknown,21,no
5071,1373,yes,no,unknown,21,no
5072,-100,yes,no,unknown,21,no
5073,432,yes,no,unknown,21,no
5074,1985,yes,no,unknown,21,no
5075,223,yes,no,unknown,21,no
5076,2308,yes,no,unknown,21,no
5077,4752,yes,no,unknown,21,no
5078,1933,yes,no,unknown,21,no
5079,1402,yes,no,unknown,21,no
5080,5853,yes,no,unknown,21,no
5081,186,yes,no,unknown,21,no
5082,1739,yes,yes,unknown,21,no
5083,6704,yes,no,unknown,21,no
5084,1176,yes,no,unknown,21,no
5085,-838,yes,no,unknown,21,no
5086,28,yes,no,unknown,21,no
5087,-165,yes,no,unknown,21,no
5088,2294,yes,no,unknown,21,no
5089,293,yes,no,unknown,21,no
5090,609,yes,no,unknown,21,no
5091,-867,yes,yes,unknown,21,no
5092,-208,yes,no,unknown,21,no
5093,1317,yes,no,unknown,21,no
5094,335,yes,no,unknown,21,no
5095,1390,yes,no,unknown,21,no
5096,1818,yes,no,unknown,21,no
5097,543,yes,no,unknown,21,no
5098,3298,yes,no,unknown,21,no
5099,1744,yes,no,unknown,21,no
5100,89,yes,yes,unknown,21,no
5101,-175,yes,no,unknown,21,no
5102,20,yes,no,unknown,21,no
5103,263,yes,no,unknown,21,no
5104,392,yes,yes,unknown,21,no
5105,1599,yes,no,unknown,21,no
5106,644,yes,yes,unknown,21,no
5107,813,yes,no,unknown,21,no
5108,2271,yes,no,unknown,21,no
5109,881,yes,no,unknown,21,no
5110,5366,yes,no,unknown,21,no
5111,924,yes,no,unknown,21,no
5112,240,yes,no,unknown,21,no
5113,578,yes,no,unknown,21,no
5114,1317,yes,no,unknown,21,no
5115,2003,yes,no,unknown,21,no
5116,946,yes,no,unknown,21,no
5117,0,no,no,unknown,21,no
5118,920,yes,no,unknown,21,no
5119,1545,yes,no,unknown,21,no
5120,-427,yes,yes,unknown,21,no
5121,3732,yes,no,unknown,21,no
5122,8874,no,yes,unknown,21,no
5123,7867,yes,no,unknown,21,no
5124,1756,yes,no,unknown,21,no
5125,4924,yes,no,unknown,21,no
5126,4174,yes,no,unknown,21,no
5127,360,yes,no,unknown,21,no
5128,255,yes,yes,unknown,21,no
5129,3744,yes,no,unknown,21,no
5130,2205,no,no,unknown,21,no
5131,510,yes,no,unknown,21,no
5132,198,yes,no,unknown,21,no
5133,24870,yes,no,unknown,21,no
5134,43,yes,no,unknown,21,no
5135,1779,yes,no,unknown,21,no
5136,589,yes,yes,unknown,21,no
5137,664,yes,yes,unknown,21,no
5138,115,yes,no,unknown,21,no
5139,352,yes,no,unknown,21,no
5140,745,yes,no,unknown,21,no
5141,5527,yes,no,unknown,21,no
5142,629,yes,no,unknown,21,no
5143,342,yes,yes,unknown,21,no
5144,3326,yes,no,unknown,21,yes
5145,-491,yes,yes,unknown,21,no
5146,0,yes,no,unknown,21,no
5147,286,yes,no,unknown,21,no
5148,4170,yes,no,unknown,21,no
5149,76,yes,no,unknown,21,no
5150,-194,no,no,unknown,21,no
5151,1499,yes,no,unknown,21,no
5152,245,yes,no,unknown,21,no
5153,49,yes,no,unknown,21,no
5154,4733,yes,no,unknown,21,no
5155,0,yes,no,unknown,21,no
5156,1284,yes,no,unknown,21,no
5157,779,yes,no,unknown,21,no
5158,965,yes,no,unknown,21,no
5159,625,yes,no,unknown,21,no
5160,568,yes,no,unknown,21,no
5161,913,yes,yes,unknown,21,no
5162,622,yes,no,unknown,21,yes
5163,140,yes,no,unknown,21,no
5164,-61,yes,no,unknown,21,no
5165,4441,yes,no,unknown,21,no
5166,1138,yes,yes,unknown,21,no
5167,0,yes,yes,unknown,21,no
5168,-147,yes,yes,unknown,21,no
5169,159,yes,no,unknown,21,no
5170,336,yes,no,unknown,21,no
5171,2173,yes,no,unknown,21,no
5172,1455,yes,no,unknown,21,no
5173,439,yes,no,unknown,21,no
5174,783,yes,no,unknown,21,yes
5175,-280,no,no,unknown,21,no
5176,1023,yes,no,unknown,21,no
5177,4369,yes,no,unknown,21,no
5178,144,yes,no,unknown,21,no
5179,540,no,no,unknown,21,no
5180,-5,yes,no,unknown,21,no
5181,906,yes,yes,unknown,21,no
5182,1568,no,no,unknown,21,no
5183,858,yes,no,unknown,21,no
5184,3696,no,no,unknown,21,no
5185,3784,no,no,unknown,21,no
5186,3119,yes,no,unknown,21,no
5187,1518,yes,no,unknown,21,no
5188,4822,yes,no,unknown,21,no
5189,0,yes,no,unknown,21,no
5190,1393,yes,no,unknown,21,no
5191,1023,yes,no,unknown,21,no
5192,4191,no,no,unknown,21,no
5193,2645,yes,no,unknown,21,no
5194,0,yes,no,unknown,21,yes
5195,776,yes,no,unknown,21,no
5196,1165,yes,no,unknown,21,no
5197,412,yes,no,unknown,21,no
5198,461,yes,no,unknown,21,no
5199,-402,no,no,unknown,21,no
5200,1813,yes,no,unknown,21,no
5201,1169,yes,no,unknown,21,no
5202,0,yes,no,unknown,21,no
5203,511,yes,no,unknown,21,no
5204,328,yes,no,unknown,21,no
5205,259,yes,no,unknown,23,no
5206,126,no,no,unknown,23,no
5207,5902,yes,no,unknown,23,no
5208,10,yes,no,unknown,23,no
5209,3137,yes,no,unknown,23,no
5210,2238,yes,no,unknown,23,no
5211,131,yes,no,unknown,23,no
5212,773,yes,no,unknown,23,no
5213,399,yes,yes,unknown,23,no
5214,173,no,no,unknown,23,no
5215,690,yes,no,unknown,23,no
5216,1601,yes,no,unknown,23,no
5217,439,yes,no,unknown,23,no
5218,3132,yes,no,unknown,23,no
5219,-408,yes,no,unknown,23,no
5220,265,yes,no,unknown,23,no
5221,363,yes,no,unknown,23,no
5222,8541,yes,no,unknown,23,no
5223,486,yes,no,unknown,23,no
5224,594,yes,yes,unknown,23,no
5225,98,no,yes,unknown,23,no
5226,462,yes,no,unknown,23,no
5227,372,yes,no,unknown,23,no
5228,1221,yes,no,unknown,23,no
5229,917,yes,no,unknown,23,no
5230,0,yes,no,unknown,23,no
5231,884,yes,no,unknown,23,no
5232,587,yes,no,unknown,23,no
5233,91,no,no,unknown,23,no
5234,165,yes,no,unknown,23,no
5235,456,yes,no,unknown,23,no
5236,994,yes,no,unknown,23,yes
5237,1710,yes,no,unknown,23,no
5238,1138,yes,yes,unknown,23,no
5239,360,yes,no,unknown,23,no
5240,2737,yes,yes,unknown,23,no
5241,8564,yes,no,unknown,23,no
5242,435,yes,yes,unknown,23,no
5243,4243,yes,no,unknown,23,no
5244,989,yes,yes,unknown,23,no
5245,1186,yes,no,unknown,23,no
5246,1261,yes,no,unknown,23,no
5247,25,yes,no,unknown,23,no
5248,206,yes,no,unknown,23,no
5249,11423,yes,no,unknown,23,no
5250,184,yes,no,unknown,23,no
5251,1354,yes,no,unknown,23,yes
5252,751,yes,no,unknown,23,no
5253,711,yes,no,unknown,23,no
5254,453,yes,yes,unknown,23,no
5255,1129,yes,no,unknown,23,no
5256,237,yes,no,unknown,23,no
5257,1239,yes,no,unknown,23,no
5258,0,yes,no,unknown,23,no
5259,392,yes,no,unknown,23,no
5260,2490,yes,no,unknown,23,no
5261,6714,yes,no,unknown,23,no
5262,873,yes,no,unknown,23,no
5263,1464,yes,no,unknown,23,no
5264,90,yes,no,unknown,23,no
5265,714,yes,no,unknown,23,no
5266,463,yes,no,unknown,23,no
5267,1516,yes,yes,unknown,23,no
5268,509,yes,no,unknown,23,no
5269,207,yes,no,unknown,23,no
5270,3967,yes,no,unknown,23,no
5271,3517,yes,no,unknown,23,no
5272,435,yes,no,unknown,23,no
5273,6227,yes,no,unknown,23,no
5274,1092,no,no,unknown,23,no
5275,394,yes,no,unknown,23,no
5276,239,yes,no,unknown,23,yes
5277,-509,yes,no,unknown,23,no
5278,-32,yes,no,unknown,23,no
5279,11315,no,no,unknown,23,no
5280,1273,yes,no,unknown,23,no
5281,1649,yes,no,unknown,23,no
5282,84,yes,no,unknown,23,no
5283,278,yes,yes,unknown,23,yes
5284,2459,yes,yes,unknown,23,no
5285,4941,yes,no,unknown,23,no
5286,3798,yes,no,unknown,23,no
5287,597,yes,no,unknown,23,no
5288,-32,yes,no,unknown,23,no
5289,525,yes,no,unknown,23,no
5290,416,yes,yes,unknown,23,no
5291,680,yes,no,unknown,23,no
5292,4303,yes,no,unknown,23,no
5293,3050,yes,no,unknown,23,no
5294,750,yes,no,unknown,23,no
5295,5547,yes,no,unknown,23,no
5296,643,yes,no,unknown,23,no
5297,-386,yes,no,unknown,23,no
5298,5889,yes,no,unknown,23,no
5299,207,yes,no,unknown,23,no
5300,1883,yes,no,unknown,23,no
5301,697,yes,no,unknown,23,no
5302,14692,yes,no,unknown,23,no
5303,595,yes,no,unknown,23,no
5304,1243,yes,no,unknown,23,no
5305,-326,yes,yes,unknown,23,no
5306,17946,yes,no,unknown,23,no
5307,2144,yes,no,unknown,23,no
5308,1410,yes,no,unknown,23,no
5309,18347,yes,no,unknown,23,no
5310,177,yes,no,unknown,23,no
5311,0,yes,no,unknown,23,no
5312,291,no,no,unknown,23,no
5313,1880,yes,no,unknown,23,no
5314,7,yes,no,unknown,23,no
5315,21,yes,no,unknown,23,no
5316,136,yes,no,unknown,23,no
5317,9068,yes,no,unknown,23,no
5318,159,yes,no,unknown,23,no
5319,2557,yes,no,unknown,23,no
5320,287,yes,no,unknown,23,no
5321,1765,yes,no,unknown,23,no
5322,571,yes,no,unknown,23,no
5323,0,yes,yes,unknown,23,no
5324,700,yes,no,unknown,23,no
5325,0,yes,no,unknown,23,no
5326,59,yes,yes,unknown,23,no
5327,370,yes,no,unknown,23,no
5328,0,yes,no,unknown,23,no
5329,225,yes,no,unknown,23,no
5330,-118,yes,yes,unknown,23,no
5331,390,yes,no,unknown,23,no
5332,1379,yes,no,unknown,23,no
5333,1168,yes,no,unknown,23,no
5334,287,no,no,unknown,23,no
5335,2549,yes,no,unknown,23,no
5336,79,yes,no,unknown,23,no
5337,0,yes,no,unknown,23,no
5338,827,yes,no,unknown,23,no
5339,12,yes,no,unknown,23,no
5340,973,yes,yes,unknown,23,no
5341,1408,yes,no,unknown,23,no
